Id,Name,Description,Participation,Location,Region,Town,Tel,Org,Start,End,Px,Py
C2_376470000A_000423,轉知屏東縣政府公告「2024屏東南國生活節」活動,2024屏東南國生活節將於04月25日至04月28日，今年將延續前兩屆南國生活節形態，將活動時程由三天擴大至連續四天舉辦，更擴大邀請海內外知名人氣樂團陣容參與外，並以「特色音樂雙舞台」、「南國市集」、「裝置藝術」、「講座論壇」、「互動體驗」及「環境永續」作為活動主軸，打造恆春半島年度大型盛事，透過提升生活質感與文化內涵的方式，讓在地資產人才和觀光產業同步壯大，增加國際能見度打造專屬南方的嶄新活動品牌。,,恆春縣城 北門,屏東縣,恆春鎮,886-8-7320415,屏東,2024/4/25 00:00,2024/4/28 00:00,120.747991,22.008081
C2_376470000A_000424,2024溪湖兒童節,2024溪湖兒童節,,湖東運動公園,彰化縣,溪湖鎮,886-4-8852121,溪湖鎮公所,2024/3/30 00:00,2024/3/30 00:00,120.485111,23.964841
C2_376470000A_000425,2024員林蜀葵花季,2024員林蜀葵花季,,員林南區公園旁,彰化縣,員林市,886-4-8347171,員林市公所,2024/3/30 00:00,2024/4/28 00:00,120.579431,23.938771
C2_376470000A_000426,「113年彰化囝仔好幸福–親子劇場鄉鎮巡演活動」第3、4場 將於3/30埔鹽國小、3/31花壇國中開演 歡迎參加,「113年彰化囝仔好幸福–親子劇場鄉鎮巡演活動」第3、4場將於3/30(六)、3/31(日)下午3點分別在埔鹽國小活動中心及花壇國中風雨球場開演囉！ 　　3/30(六)下午3點於埔鹽國小活動中心邀請到「身聲劇場」演出《在大水之中》，劇情採現代洪水寓言呈現，描述人類在面對未知、面對困境時所展現的生命韌性，透過基調幽默輕鬆的音樂肢體與戲劇，帶領觀眾來一場把困境化為輕盈的冒險，演繹出另一番與土地生命的深刻連結，將給予民眾帶來全新的歡樂體驗！ 　　3/31(日)下午3點於花壇國中風雨球場邀請到彰化縣傑出演藝團隊「萍蓬草兒童劇團」演出《格列佛遊記》，劇情描述在小人國，格列佛幫助厘厘普人建皇宮，在巨人國，格列佛卻成為巨人們的玩偶！就算保持內心良善，困難阻礙仍不減少！你喜歡探險嗎？探險時，遇到什麼人？發生什麼事？都是未知數！快來和格列佛一起去冒險。 　　活動一律免票入場，今年每場演出現場可蓋戳章1個，累積2個戳章以上，就可兌換相對應精美禮品1份，每人每次限兌換1份，送完為止，歡迎家長孩子前來欣賞親子劇場，與孩子們歡樂互動。,,埔鹽國小,彰化縣,埔鹽鄉,886-4-7250057,彰化縣政府,2024/3/30 00:00,2024/3/31 00:00,120.477821,23.992481
C2_376470000A_000427,2024埤頭米是優童樂會,2024埤頭米是優童樂會除了有歡樂互動秀、美食市集、苗木發放、爆米香品嚐、捐發票換好禮，還有3場比賽，米寶爬行趣、米寶搬搬樂、米香吃得快，現場還有超有趣DIY、專屬放電區、米式農村運動會可以歡樂遊玩!,,豐崙公園,彰化縣,埤頭鄉,886-4-8922117,彰化縣政府,2024/4/13 00:00,2024/4/13 00:00,120.458911,23.917151
C2_376470000A_000429,「彰化囝仔好幸福─113年親子劇場鄉鎮巡演活動」第5、6場 將於4/4和東國小、4/5福興國中開演 歡迎參加,「彰化囝仔好幸福─113年親子劇場鄉鎮巡演活動」第5、6場將於4/4(六)晚上7點、4/5(日)下午3點分別在和東國小內操場及福興國中活動中心開演囉！ 　　4/4(六)晚上7點於在和東國小內操場邀請「風神寶寶兒童劇團」帶來戶外大型公演，演出《我的風神寶寶與風神寶寶》，劇情描述鐵扇公主有天賭氣地說：如果可以她想要一個聽話懂事的兒子，沒想到從一面神奇的鏡子裡竟跳出另一個風神寶寶。某天大人不在，風神寶寶和鏡子寶寶爭執誰才是冒牌貨，對方表示大人更愛他，吵鬧愛惹事的風神寶寶才不該存在，兩方爭吵的時候，風神寶寶被另一個寶寶用芭蕉扇搧走了！究竟誰才是真的風神寶寶？而風神寶寶能成功回家嗎？ 　　4/5(日)下午3點於福興國中活動中心邀請到彰化縣傑出演藝團隊「萍蓬草兒童劇團」演出《格列佛遊記》，劇情描述在小人國，格列佛幫助厘厘普人建皇宮，在巨人國，格列佛卻成為巨人們的玩偶！就算保持內心良善，困難阻礙仍不減少！你喜歡探險嗎？探險時，遇到什麼人？發生什麼事？都是未知數！快來和格列佛一起去冒險。 　　活動一律免票入場，今年每場演出現場可蓋戳章1個，累積2個戳章以上，就可兌換相對應精美禮品1份，每人每次限兌換1份，送完為止，歡迎家長帶著孩子前來欣賞兒童劇，與孩子們歡樂互動。,,和東國小,彰化縣,鹿港鎮,886-4-7250057,彰化縣政府,2024/4/4 00:00,2024/4/5 00:00,120.418841,24.108881
C2_376470000A_000431,2024桐花祭－美好彰化幸福桐遊,"「彰化縣桐花祭－美好彰化幸福桐遊」活動將自4月13日起至28日辦理，系列活動將在芬園鄉挑水古道、德興社區、一東寮客庄、彰化市福田社區、員林市藤山步道5處賞桐景點精彩進行。活動內容有開幕式暨伯公祭儀、挑水趣味體驗、桐花饗宴－不插電音樂演出、挑水古道實境解謎、挑水桐聚道、桐花同樂－串聯集章、桐花古道市集、桐花小旅行、德興社區一同賞桐去、白色油桐浪漫白頭牽手桐遊、客底遊員林相遇桐樂會、桐心協力賞桐遊童趣、騎單車童言桐語遊客庄、桐遊彰化客庄小旅行一日遊、賞桐接駁車等14場活動，以及4月20日即將成真火舞團、4月21日唐美雲歌仔戲團、4月28日懷舊金曲演唱會3場桐花之夜。 「桐花同樂－串聯集章」民眾自4/13至4/28在員林市藤山步道、彰化市福田賞桐園區、芬園鄉德興社區、芬園鄉挑水古道4處蓋章，集滿2處桐花景點加上在挑水市集消費200元，或集滿2處桐花景點加上1場桐花之夜，即可兌換野餐墊1個，限量2,000份，換完即止。 「挑水趣味體驗」4/20-4/21，10:00-16:00在芬園鄉挑水古道賞桐區現場報名參加，用扁擔挑起水桶，於設定距離往返，即可獲得桐花祭紀念品或文創小物1份(數量有限，送完為止)。 「桐遊彰化客庄小旅行一日遊」自4/13至4/28辦理，規劃芬園線、永靖線、埔心線3條路線，參加費用：每人收費300元(含車資、保險、導覽、DIY、行政雜支、礦泉水、不含午餐)。另為服務搭乘大眾運輸的遊客到八卦山賞桐花，彰化縣政府安排接駁車，沿途停靠日月山景農場-福田賞桐園區-螢光橋-挑水古道，日期為4月20、21、27、28日，每日早上8時30分至下午4時，於彰化火車站發車，班距約60分鐘；車票採一日券方式，每站均可現場購買，每張20元，當日不限次數搭乘。 此外彰化縣政府安排3場免費觀賞的桐花之夜，4/20及4/21晚上7時，在芬園鄉寶藏寺邀請即將成真火舞團及唐美雲歌仔戲團演出，而在4/28晚上7時30分於員林市圓林園有懷舊金曲演唱會。 歡迎全國民眾來彰化旅遊並欣賞桐花白雪紛飛的景致，同時吃在地、食當季、玩當時，與好友歡聚同遊，享受優美的時光，詳情可上網站查詢。",,挑水古道,彰化縣,芬園鄉,886-4-7250057,彰化縣政府,2024/4/13 00:00,2024/4/28 00:00,120.634471,23.967561
C2_376470000A_000432,「彰化囝仔好幸福─113年親子劇場鄉鎮巡演活動」第7、8場 將於4/13合興國小、4/14大村國小開演 歡迎參加,「彰化囝仔好幸福─113年親子劇場鄉鎮巡演活動」第7、8場將於4/13(六)、4/14(日)下午3點分別在合興國小風雨球場及大村國小活動中心開演囉！ 　　4/13(六)下午3點於在合興國小風雨球場邀請「嬉班子樂團」演出《台菲融合創作音樂會》，嬉班子樂團成立於 2005 年，在 2012 年與 2014 年更獲得外交部推薦為台灣指定非洲鼓代表團。2017 年嬉班子樂團更受邀擔任台北世大運閉幕晚會擔任序曲開場演出。4/13將演出的歌曲有自由之歌 feat. Soli dance、同款的人、奅、時間、天公伯、討海人 feat. Wassolon dance、帶子郎、頭鬃鬆鬆、猶原是我、趕緊來 Baga Guinee等，帶來1小時的精采演出。 　　4/14(日)下午3點於大村國小活動中心邀請「晤出團」演出《許願金針花》，劇情描述傳說中在魔法森林裡，有一朵含苞未開的神奇花苞，因為害怕人們的貪心，由森林守護神保護著，但只要得到它，並且讓他順利開花，就可以實現一個願望。小男孩彼得聽完後，決定出發到魔法森林尋找這朵神奇的花苞，在途中因為彼得的善良拯救了受困陷阱的鸚鵡拉拉，拉拉也成為彼得冒險路途中的好夥伴，一同一步一步的突破魔法森林裡的層層考驗，更因為他們的善良與熱心，幫助了在森林迷路的小鹿，順利地找到了傳說中的守護神，究竟彼得能順利找到花苞嗎？ 　　活動一律免票入場，今年每場演出現場可蓋戳章1個，累積2個戳章以上，就可兌換相對應精美禮品1份，每人每次限兌換1份，送完為止，歡迎家長帶著孩子前來欣賞兒童劇，與孩子們歡樂互動。,,彰化縣埤頭鄉合興國民小學,彰化縣,埤頭鄉,886-4-7250057,彰化縣政府,2024/4/13 00:00,2024/4/14 00:00,120.459171,23.893771
C2_376470000A_000435,2024桐花祭-桐花之夜,2024桐花祭 美好彰化幸福桐遊 桐花之夜 這週末火熱登場！場場 <免票入場> 時間：4/20(六)19：00 (18：00入場)地點：芬園寶藏寺演出：即將成真火舞團《火爾摩莎Firemosa》時間：4/21(日)19：00 (18：00入場)地點：芬園寶藏寺演出：唐美雲歌仔戲團《哪吒傳》下週末登場的是 #懷舊金曲演唱會時間：4/28(日)19：30地點：員林圓林園超強卡司陣容：黃仲崑、葉璦菱、沈文程、林佳儀、曾心梅、黃妃6 組藝人輪番上陣，喚起心中的經典好歌2024最精彩的桐花之夜就在彰化！一桐幸福，享受美好時光,,芬園寶藏寺,彰化縣,芬園鄉,886-4-7250057,彰化縣政府,2024/4/20 00:00,2024/4/28 00:00,120.627911,24.002021
C2_376470000A_000436,2024 海洋探索之旅 尋找下一個YTR之星,為持續推廣海洋保育理念，海洋保育署於113度辦理”海洋探索之旅尋找下一個YTR之星”競賽活動，以「如果我是海洋保育署署長，我要推動OOOOO，完善海洋保育」作為主題，邀請全臺各地的民眾，透過影片表現個人或團隊對海洋保育的熱情。,,彰化縣,彰化縣,彰化市,886-7-3382057,海洋委員會海洋保育署,2024/4/22 00:00,2024/9/20 00:00,120.544511,24.075551
C2_376470000A_000438,轉知臺東縣池上鄉公所公告「2024悠活池上-米鄉竹筏季系列活動『竹 筏節慶嘉年華-水上竹筏競賽』」活動,一、旨揭活動今（113）年邁入第23周年，竹筏季係為臺東縣池上鄉特色觀光品牌活動亦為全國獨特運動賽事，水上竹筏競賽包括竹筏直道300M競速賽事與水上竹筏拔河賽比賽，冀希全國好手踴躍報名，共同實踐傳統精神並將本鄉獨特運動休閒活動跨出國界；邀請全國民眾參與，支持在地品牌文化延續傳承與推陳出新。二、旨揭活動訂於113年6月1日（星期六）至6月2日（星期日）舉行，其中水上竹筏競賽活動報名期限為即日公告起至113年5月8日（星期三）下午5時止。今年度報名方式可採電子LINE報名、電子郵件報名方式與紙本郵寄報名，隊伍可擇一款方式報名：(一)LINE報名：加入「池上划很大」LINE帳號（請至LINE搜尋「池上划很大」或輸入ID「@cs089862041」或掃描QR CODE。），進入後，點選「我要報名竹筏競賽」依訊息提醒步驟進行報名即可。(二)電子信箱報名：於報名期間內，將報名表件備妥後，以e-mail傳送至報名信箱：089862041cs@gmail.com。(三)郵寄報名：於報名期間內，將報名表件備妥後，郵寄至958臺東縣池上鄉福原村中山路101號。三、敬請各機關與全國好手組隊踴躍報名參賽並協助公告宣傳；詳細活動訊息，請參閱活動簡章四、如有相關問題，請洽臺東縣池上鄉公所農業觀光課曾小姐（聯絡電話：089-862041分機118。五、本活動資訊或如有變更，請至本所官方網站（https://www.cs.gov.tw/home/）或本所FB粉絲專頁（FB搜尋：臺東縣池上鄉公所）查詢並以網站公告最新資訊為主。,,臺東縣池上鄉公所,臺東縣,池上鄉,886-8-9862041,臺東縣池上鄉公所,2024/6/1 00:00,2024/6/2 00:00,121.215111,23.122311
C2_376470000A_000439,2024國際海牛文化節,精彩內容別錯過海牛小粉絲們！期待很久了吧！2024國際文化海牛節來囉！5/18(六)9:30-16:00到 #彰化芳苑普天宮珍貴的海牛文化、豐富的活動等你來探索～【報名資訊】系列活動報名名額有限，記得準時來報名！4/29(一)早上10:00起開放報名，額滿為止HIGHCOW海牛創意舞蹈比賽https://www.beclass.com/rid=284d820661e203d9bf2c5/6(一)早上10:00起開放報名，額滿為止繪趣海牛著色寫生比賽https://www.beclass.com/rid=284d820661e14be86e175/6(一)早上10:00起開放報名，額滿為止漫遊濕地牛車生態體驗https://www.beclass.com/rid=284d820661e2743443a6,,芳苑普天宮,彰化縣,芳苑鄉,886-4-7250057,彰化縣政府,2024/5/18 00:00,2024/5/18 00:00,120.316691,23.929141
C2_376470000A_000441,轉知臺南市左鎮區公所公告「堊地行-草山月世界之美攝影比賽」活動,為鼓勵民眾參與左鎮區觀光活動，並帶動在地觀光產業的熱潮，推廣轄內全國特有之草山月世界堊地地形，透過鏡頭捕捉月世界之美，特舉辦攝影比賽。,,臺南市左鎮區公所,臺南市,左鎮區,886-6-5731611,臺南市左鎮區公所,2024/4/30 00:00,2024/6/28 00:00,120.408711,23.056771
C2_376470000A_000442,2024鹿港慶端陽─龍王祭,鹿港歷史悠久的民俗文化祭典「龍王祭」將於5月12日(星期日)登場，為「2024鹿港慶端陽系列活動」揭開序幕!,,龍山寺,彰化縣,鹿港鎮,886-4-7250057,彰化縣政府,2024/5/12 00:00,2024/5/12 00:00,120.434951,24.050391
C2_376470000A_000444,轉知宜蘭縣礁溪鄉公所公告「2024礁溪微電影徵選暨礁溪攝影比賽」活動,一、收件期間：自即日起至113年10月15日止，歡迎有興趣的朋友踴躍報名參加。二、活動相關資訊詳本所官方網站「礁溪觀光旅遊網」及Facebook「真愛趣礁溪」粉絲專頁查詢。,,宜蘭縣礁溪鄉公所,宜蘭縣,礁溪鄉,886-3-9881311,宜蘭縣礁溪鄉公所,2024/5/10 00:00,2024/10/15 00:00,121.771171,24.823421
C2_376470000A_000445,尋找彰化味‧小城之美~微電影 創作獎徵選,為鼓勵從事影像創作、培養新銳電影人才，透過微電影行銷彰化在地特色、城市發展及縣政成果等，本府辦理第5屆「尋找彰化味‧小城之美~微電影創作獎徵選」活動，徵件期間自即日起至113年9月30日止。,,彰化縣,彰化縣,彰化市,886-4-7531956,彰化縣政府,2024/5/14 00:00,2024/9/30 00:00,120.544511,24.075551
C2_376470000A_000448,慶端陽暨燈影藝術節鹿港人文小旅行,「鹿港慶端陽系列活動」，以行銷鹿港古蹟、人文、工藝、文化、美食等在地特色為主，為臺灣觀光年曆國際級的節慶活動之一，中臺灣端午節最重要的觀光活動，自從鹿港陸續榮獲「微笑之鄉」、「臺灣十大觀光小城」、「臺灣經典小鎮」等殊榮後，「鹿港慶端陽系列活動」更是聲名大噪、國際聞名。藉由盛大活動，讓遊客不再走馬看花鹿港，將由在地導覽解說員帶領觀光客走踏秘境、聆聽鹿港老故事、嚐鮮在地鄉民口袋名單小吃，回程帶著伴手禮回憶滿滿。,,鹿港老街,彰化縣,鹿港鎮,886-4-7778349,彰化縣政府,2024/6/8 00:00,2024/6/22 00:00,120.432581,24.056311
C2_376470000A_000449,2024南北管藝術交流匯演暨彰化傳統戲曲節,精彩系列活動5／25-6／10連續3個週末登場！♦️ 5／25（六）在彰化孔子廟▶9：30-10：45 南北管樂團熱鬧踩街(路線：彰化女中－彰化火車站－彰化孔子廟)▶10：00-17：00親子闖關活動暨文創市集、南北管文物展▶10：45-17：00開幕儀式&南北管藝術交流匯演♦️ 5／26（日）在彰化孔子廟▶10：00-17：00親子闖關活動暨文創市集、南北管文物展▶10：00-18：20南北管藝術交流匯演♦️6／1（六）在南北管音樂戲曲館▶10：00-17：00南北管文物展▶11：00-12：00南管戲曲專場-江之翠劇場《花樣梨園Ⅰ》▶15：30-16：30南管戲曲專場-江之翠劇場《花樣梨園Ⅱ》♦️ 6／2（日）在南北管音樂戲曲館▶10：00-17：00南北管文物展▶11：00-12：00南管戲曲專場-錦成閣高甲團《鄉野的原音》▶15：30-16：30南管戲曲專場-合和藝苑《陳三跳墻》♦️ 6／8（六）在鹿港龍山寺▶10：00-18：00 南北管研習班、高甲戲研習班、新樂園掌中劇團演出♦️ 6／9（日）在鹿港龍山寺▶10：00-17：00 南北管研習班、七子戲研習班演出▶19：00-21：00 二水明世界掌中劇團♦️ 6／10（一）在鹿港龍山寺▶19：00-21：00 彰藝園掌中劇團看戲換好禮：5／25、26完成闖關活動或參加6／1、2南管戲曲專場任一場次，即可獲得「集點戳章」1枚，集滿3枚戳章，就可至南北管音樂戲曲館活動服務台兌換精美小禮！歡迎鄉親相約來看表演，同時一睹精彩且難得的南北管文物特展！,,彰化孔子廟,彰化縣,彰化市,886-4-7250057,彰化縣政府,2024/5/25 00:00,2024/6/10 00:00,120.543531,24.078511
C2_376470000A_000450,2024彰化縣「遊樂翻轉夏令營」暑假活動,彰化縣政府為讓學童及家長在暑假期間能從事正當休閑娛樂活動，並有個充實愉快的假期生活，透過辦理暑假各式系列活動，讓縣民在休閒的過程中，培養有益身心的興趣，探索本縣在地文化藝術之美，增進知能，學習溝通合作，建立積極進取的人生觀，活動多元且深具文化涵養，鼓勵各界共同參與，有助於親子間良好的互動關係及文化素養提升。精彩又好玩的暑假營隊，民眾可自由選擇，活動自7月6日起至8月31日止，系列活動包含藝術創作、認識古蹟、兒童戲劇、歌仔戲、布袋戲、自然探索、農業體驗 ，約850個名額，自6月17日上午10時起，開始受理網路報名，而各局處暑假活動自5月29日起開始陸續報名，彰化縣政府歡迎大小朋友把握機會，踴躍報名參加，充實暑假生活。●活動時間：113年7月6日至8月31日●營隊活動：各局處營隊自5/29日起陸續開放報名；文化局營隊自6/17（一）10：00開放報名，額滿為止。●報名及繳費方式，請上網或洽各承辦單位。 ●實體課程：報名-繳費-活動當日營隊報到-依課程表進行實體課程。●報名及繳費方式，請上網或洽各承辦單位，詳細資訊請至文化局網站（http://www.bocach.gov.tw）查詢。●參加對象：國小一年級以上學童及家長，親子可一起參與。,,彰化縣,彰化縣,彰化市,886-4-7222151,彰化縣政府,2024/6/29 00:00,2024/8/31 00:00,120.544511,24.075551
C2_376470000A_000452,2024鹿港慶端陽,一年一度「鹿港慶端陽」已邁入第47年，是全國12大節慶之一，即將於6/8-6/10盛大登場，縣府攜手鹿港鎮公所、福興鄉公所、龍舟委員會、各大觀光工廠、在地宮廟及民間社團，一起把活動辦的不僅有節日的味道又具有特色，將帶給全國民眾最精彩的慶典，並推薦大家三個必訪活動，一是「國際龍舟錦標賽」夜間龍舟賽，二是「鹿港小鎮光影藝術節」，首度結合日本超人氣「角落小夥伴」，三是「鹿港小鎮」，另外，有「鹿港溪河岸綠地音樂會」、「鹿港人文小旅行」、「魯班公宴」、「美食童玩」、「趣味民俗」及「散策市集」等豐富活動，歡迎大家五月五慶端午，來彰化鹿港感受最具節慶的端午佳節！,,中山路、老街、公會堂、桂花巷藝術村至舊鹿港溪,彰化縣,鹿港鎮,886-4-7532784,彰化縣政府,2024/6/8 00:00,2024/6/10 00:00,120.431111,24.053281
C2_376470000A_000453,彰化精選旅宿| 富貴民宿,彰化精選旅宿| 富貴民宿【彰化縣民宿121號】一座專為包棟旅客打造的舒適居所隱身於彰化市區的富貴民宿，由熱情好客的主人Maple（阿楓）用心經營，為旅人提供溫馨如家的住宿體驗。舒適便利的住宿環境富貴民宿內設有寬敞的房間，搭配舒適的床鋪、空調和衛浴設備，讓您在旅途中也能享受愜意的休憩時光。此外，民宿內還提供第四台和超高速Wi-Fi、麻將桌和K歌設備，同時，民宿也提供烤肉設施，並可代訂烤肉食材，讓您與親友共度歡樂時光。便利的交通位置富貴民宿位於彰化市區附近，交通便利。距離中山高僅需5分鐘車程，火車站也僅需3分鐘車程，讓您輕鬆抵達目的地。民宿也提供停車位，方便自駕遊客。探索美食與景點富貴民宿位於彰化市區，讓您能夠輕鬆品嚐各種街巷內的在地美食。距離彰化著名的精誠夜市也僅4分鐘車程，和親友們一起逛夜市吃小吃也是旅行中最棒的一部分。此外，附近還有許多著名的景點，如八卦山大佛風景區、八卦山天空步道、小西街等，讓您一覽彰化的自然風光與文清街道。歡迎入住富貴民宿，盡情探索彰化之美，享受一趟舒適的旅程!【預約資訊】電話：0982 227 885Line ID：0963551817,,富貴民宿,彰化縣,彰化市,886-9-82227885,富貴民宿,2024/5/31 00:00,2024/12/31 00:00,120.537111,24.076221
C2_376470000A_000454,童玩美食慶端陽,端午節當天下午2點到6點在鹿港龍山寺廣場將舉辦「2024鹿港慶端陽系列活動-童玩美食慶端陽」活動，民眾可以至現場索取闖關卡，體驗各式童玩，通過3項童玩遊戲即可獲得摸獎機會，獎品種類豐富，數量有限，送完為止。現場還有大型陞官圖遊戲，即日起可由彰化縣文化局網站連結線上報名（https://www.bocach.gov.tw/cp.aspx?n=4284），完成大型陞官圖體驗之民眾均可獲得精美小禮物，歡迎民眾報名參加，另外，現場將定時發放炸雞、茶葉蛋、水果給民眾免費品嚐。「2024鹿港慶端陽」系列活動已陸續展開，還有魯班公宴、河岸綠地音樂會、國際龍舟錦標賽、散策、美食及工藝創意市集等，活動精采可期，邀請全國各地的朋友一起來鹿港慶端陽，探訪鹿港悠久的歷史背景與豐富的文化饗宴。,,鹿港龍山寺,彰化縣,鹿港鎮,886-4-7250057,彰化縣政府,2024/6/10 00:00,2024/6/10 00:00,120.434951,24.050391
C2_376470000A_000455,2024鹿港慶端陽-小鎮光影藝術節 開燈儀式,"鹿港慶端陽-小鎮光影藝術節 #開燈儀式超療癒「角落小夥伴」同步現身與您同歡現場還能免費領取首度亮相 “ 企鵝？” 燈球還有鹿港國小+角落小夥伴、林育澤、飛魚樂團、草帽女孩的精彩表演陪你歡樂一整晚活動時間：6月7日 (五) 18:00~21:00活動地點：舊鹿港溪水中舞台 (鹿港鎮復興南路、公安街口）活動特別邀請來自花蓮的觀光業者（喜降珠寶藝品文創社、誠新玉坊 、弘一石藝 、一品醇醬油、喜豆荳哈唂園 、砂卡礑自然農莊）展售花蓮當地特產，請大家多多支持購買!!「角落小夥伴」燈球 #領取辦法• 6月7日 17:30 於活動服務台 (舊鹿港溪水中舞台前) 開始發放號碼牌• 每人限領一張號碼牌 開燈儀式後開始憑券換取• 當天限量發放1,500個，數量有限，發完為止鹿港慶端陽-小鎮光影藝術節角落小夥伴• 活動期間：113年6月7日－113年8月4日• 活動地點：鹿港小鎮• 開燈時間：每日 18:30－22:00• 活動網站：https://2024ch.com.tw/• 水舞表演：鹿港溪開源廣場 每日18:00-22:00 （每半小時展演5分鐘）",,舊鹿港溪水中舞台,彰化縣,鹿港鎮,886-4-7532785,彰化縣政府,2024/6/7 00:00,2024/6/7 00:00,120.430631,24.052331
C2_376470000A_000457,轉知臺南市政府觀光旅遊局公告臺南400「透˙南城─ 城市穿行四百年」城市展 活動,一、臺南是臺灣最早發展的城市，也是臺灣最早與國際連結的城市。臺南自1624年荷蘭人在安平建立熱蘭遮堡，歷經鄭氏、清領、日治、戰後時期，世代堆疊成臺南深厚文化底蘊與空間紋理，400年來的城市發展經驗，讓臺南成為新舊並存共榮的文化古都，宏觀思維的空間治理，更是加速大臺南成為六都之一的科技新城。二、2024年，臺南市政府陸續推展臺南400相關活動，「透．南城-城市穿行四百年」城市展，透過藝術家的合作及數位藝術為媒介，將引領觀者以此時此地為起點，透視百年前後的臺南，呈現城市治理對於生活空間之影響，見證臺南深厚底蘊傳承共榮的城市治理價值，邀請您共襄盛舉！三、為促進國內空間專業相關領域先進深度交流，本局特安排導覽活動，敬邀貴單位所屬人員踴躍參與，並鼓勵各單位採團體報名，公務機關以每單位10人內為原則、民間團體以每單位6人內為原則，報名參與人員將由本局接待免費進場（美術館票價為新臺幣200元）。四、導覽場次安排如下：(一)113年7月23日（星期二）10:30-11:30(二)113年7月30日（星期二）14:30-15:30 (三)113年8月6日（星期二）15:30-16:30(四)113年8月20日（星期二）15:30-16:30(五)113年8月27日（星期二）13:30-14:30五、為維持最佳服務品質，每場次總名額以30人為限，請於113年6月21日前完成報名，額滿為止（至遲請於欲報名場次之前兩週完成報名）。六、報名網址：https://forms.gle/pasY7hsiSXLYSwM2A七、展覽期間亦歡迎個別參加（本展須購買臺南市美術館門票入館參觀，票種票價依美術館相關規定），活動資訊詳見活動官網,,臺南市美術館,,,886-6-6322231,臺南市政府觀光旅遊局,2024/7/5 00:00,2024/9/1 00:00,119.763181,23.535121
C2_376470000A_000458,2024社頭鄉卦山尋仙趣社頭系列活動,「2024社頭鄉卦山尋仙趣社頭系列活動」，歡迎大家踴躍參加！6/29(六)8:00-12:00 清水岩寺前廣場生態導覽解說及DIY兒童歡樂氣墊寫生活動...等等詳情請詳 彰化縣社頭鄉公所FB,,清水岩寺,彰化縣,社頭鄉,886-4-8732621,彰化縣社頭鄉公所,2024/6/29 00:00,2024/6/29 00:00,120.614021,23.886351
C2_376470000A_000459,成美文化園   ｜ / 警察節免費入園,｜ / 警察節免費入園.全年無休的波麗士大人們，在警察節這天好好放鬆，和家人相聚來趟花季輕旅行～.【警察免費入園】2024/6/15(六)【警察半價優惠】2024/6/16(日)～6/22(六) 活動期間超濃郁霜淇淋免費增送1支 【活動說明】(1) 適用對象『現職警察、義警、警校學生』，出示本人有照識別證件（職識別證、學生證、應屆畢業生可出示畢業證書照）。(2) 專案優惠不含門票抵用券，亦不得與其他優惠方案併用。(3) 園區保留此活動修改、解釋、終止、變更活動內容之權利。.​— 成美文化園 —營業時間｜ 09:00－17:00 園區地址｜彰化縣永靖鄉中山路2段60號,,成美文化園,彰化縣,埤頭鄉,886-4-8221166,成美文化園,2024/6/15 00:00,2024/6/22 00:00,120.465621,23.919411
C2_376470000A_000462,轉知宜蘭縣羅東鎮公所公告「2024羅東藝穗節～花現藝夏」 活動,2024羅東藝穗節～花現藝夏一、活動內容：羅東藝穗節邁入23週年，今年以「花現藝夏」為主題，規劃一系列精采活動。二、活動時間：113年7月13日(六)至113年7月27日(六)。三、活動地點：宜蘭縣羅東中山公園(羅東鎮公園路113號)。,,宜蘭縣羅東中山公園,宜蘭縣,羅東鎮,886-3-9545102,宜蘭縣羅東鎮公所,2024/7/13 00:00,2024/7/27 00:00,121.768911,24.675961
C2_376470000A_000464,轉知花蓮縣玉里鎮公所公告「113年度玉里豐一夏部落小旅行」 活動,該活動訂於113年7月26、27日假該鎮辦理，體驗遊程計有三條路線如列：(一)  07/26 高寮社區小旅行x 瑟冷部落小旅行１、親手製作香Q火龍果粉圓，感受甜蜜手作樂趣。２、田間泥巴戰，重拾童年不被拘束之快樂回憶。３、享用由原住民私廚精心烹調之美食，搭配現場樂團演唱，兼具視覺與味覺之雙重饗宴，絕對大呼過癮。(二)  07/27高寮社區小旅行x 觀音社區小旅行１、體驗烘焙咖啡豆之香氣與樂趣，品嚐現烘濃郁咖啡。２、走訪金針加工廠導覽，並品嘗金針特色料理，探索金針之神奇魅力。３、享受193縣道陶與錫之工藝體驗，發掘手工藝之無限創意。４、參觀椴木香菇導覽，親自體驗植菌過程，感受林下經濟奧妙。５、盛大玉里鎮「原舞震璞石-傳唱縱谷情」豐年節，能沉浸在熱情歌舞與歡樂中。(三)  07/27 高寮赤科山小旅行-赤科忘憂綠野仙蹤１、漫步在赤科山金針花田，享受大自然之芬芳與清新空氣。２、體驗製茶過程，學習品茶知識，品味茶香。３、品嚐在地限定金針風味餐，讓味蕾舞動起來。４、盛大玉里鎮「原舞震璞石-傳唱縱谷情」豐年節，能沉浸在熱情歌舞與歡樂中。該活動係串聯該鎮11個單位（業者、社區及部落）提供充滿驚喜與樂趣之部落小旅行，敬邀報名參加，前往享受最舒服款待、暢食最接地氣美食及體驗感受玉里最純萃之五感體驗。活動相關訊息請查詢該所FB粉絲專頁。,,花蓮縣玉里鎮公所,花蓮縣,玉里鎮,886-3-8883166,花蓮縣玉里鎮公所,2024/7/26 00:00,2024/7/27 00:00,121.315191,23.335521
